obs_id,fare_id,info_id,journey_date,departure_time,arrival_time,arrival_day_offset,duration_minutes,total_stops,price
2083,7,1,2019-06-09,10:35,19:00,0,505,1,11098.0
2084,20,1,2019-03-27,19:30,20:45,0,75,0,2575.0
2085,7,1,2019-03-27,13:00,01:35,1,755,1,6673.0
2086,1,1,2019-03-01,18:55,21:45,0,170,0,14306.0
2087,3,1,2019-05-18,21:50,04:25,1,395,1,15554.0
2088,10,2,2019-05-15,09:35,14:25,1,1730,1,9314.0
2089,22,2,2019-03-09,06:30,08:00,0,90,0,4995.0
2090,6,2,2019-03-21,11:40,07:40,1,1200,1,7832.0
2091,10,2,2019-05-21,08:25,08:15,1,1430,1,8586.0
2092,8,1,2019-04-27,05:10,08:00,0,170,0,6094.0
2093,3,1,2019-06-24,05:30,19:00,0,810,2,13292.0
2094,3,2,2019-06-09,05:30,04:25,1,1375,2,10368.0
2095,7,1,2019-05-27,10:00,21:00,0,660,1,9718.0
2096,6,2,2019-03-21,08:55,07:40,1,1365,1,7412.0
2097,8,1,2019-06-06,22:00,19:15,1,1275,2,10441.0
2098,14,1,2019-03-03,10:45,01:35,1,890,1,14871.0
2099,3,1,2019-05-18,08:00,19:00,0,660,1,15554.0
2100,6,1,2019-03-01,14:05,19:10,0,305,1,36235.0
2101,24,1,2019-03-24,16:55,18:25,0,90,0,3175.0
2102,25,1,2019-05-24,17:45,20:05,0,140,0,3597.0
2103,29,3,2019-06-27,13:15,14:45,0,90,0,1965.0
2104,7,1,2019-06-24,10:00,19:00,0,540,1,12717.0
2105,14,1,2019-06-03,14:25,17:40,0,195,0,6015.0
2106,17,1,2019-03-09,23:25,02:10,1,165,0,5615.0
2107,7,1,2019-03-27,19:00,01:35,1,395,1,7845.0
2108,10,2,2019-06-09,21:10,22:35,1,1525,1,10844.0
2109,6,1,2019-03-15,21:25,05:05,1,460,1,27210.0
2110,4,1,2019-04-06,14:25,16:55,0,150,0,4174.0
2111,7,1,2019-03-21,08:00,21:00,0,780,1,6883.0
2112,7,1,2019-03-21,09:00,21:00,0,720,1,6883.0
2113,10,1,2019-05-21,10:20,17:35,0,435,1,8355.0
2114,18,3,2019-03-24,20:30,23:20,0,170,0,5469.0
2115,6,2,2019-06-27,06:00,08:45,0,165,0,6478.0
2116,15,1,2019-03-03,19:40,22:20,0,160,0,11913.0
2117,14,1,2019-05-21,18:35,01:30,1,415,1,7006.0
2118,10,1,2019-04-01,16:30,22:35,0,365,1,12681.0
2119,3,1,2019-05-21,23:05,19:00,1,1195,2,15129.0
2120,7,1,2019-06-15,14:00,21:00,0,420,1,13587.0
2121,3,1,2019-06-01,19:15,19:00,1,1425,1,14714.0
2122,1,1,2019-03-03,07:30,12:20,0,290,1,6220.0
2123,3,2,2019-06-06,07:05,12:35,0,330,1,10262.0
2124,2,1,2019-05-12,09:25,18:30,0,545,1,8576.0
2125,10,2,2019-03-24,19:45,20:40,1,1495,1,10031.0
2126,3,1,2019-06-24,19:10,19:00,1,1430,2,12819.0
2127,12,1,2019-04-15,07:25,13:35,0,370,1,5052.0
2128,6,1,2019-03-01,08:00,08:15,1,1455,1,22270.0
2129,15,1,2019-04-27,07:00,09:40,0,160,0,5613.0
2130,5,1,2019-04-01,09:00,11:25,0,145,0,3873.0
2131,14,1,2019-05-15,05:35,08:50,0,195,0,6015.0
2132,10,2,2019-06-09,06:30,12:00,0,330,1,10844.0
2133,29,1,2019-05-12,13:15,14:45,0,90,0,2227.0
2134,6,1,2019-04-01,19:50,22:50,0,180,0,7229.0
2135,3,2,2019-06-06,05:30,19:00,0,810,2,10368.0
2136,3,2,2019-05-21,17:30,04:25,1,655,1,12898.0
2137,7,1,2019-06-12,07:00,19:00,0,720,1,12192.0
2138,10,1,2019-05-09,09:35,23:35,0,840,1,12121.0
2139,8,1,2019-05-27,06:50,07:40,1,1490,2,16163.0
2140,6,1,2019-03-18,05:45,18:25,0,760,1,12284.0
2141,1,1,2019-06-21,19:30,22:15,0,165,0,5780.0
2142,22,2,2019-05-09,10:20,11:50,0,90,0,4995.0
2143,14,1,2019-06-09,05:10,10:05,0,295,1,6496.0
2144,8,1,2019-06-12,12:20,19:15,1,1855,2,12488.0
2145,1,1,2019-05-15,07:10,10:05,0,175,0,4823.0
2146,29,3,2019-06-18,05:45,07:15,0,90,0,2647.0
2147,1,1,2019-03-03,13:00,15:50,0,170,0,12649.0
2148,7,1,2019-06-12,11:40,19:15,0,455,1,8266.0
2149,27,1,2019-05-15,06:00,09:10,0,190,0,6216.0
2150,1,1,2019-04-01,01:30,04:15,0,165,0,4423.0
2151,6,1,2019-03-06,08:00,08:15,1,1455,1,17996.0
2152,11,3,2019-04-15,08:45,13:15,0,270,1,5726.0
2153,7,1,2019-03-06,06:00,15:30,0,570,1,15147.0
2154,3,1,2019-05-18,20:55,19:00,1,1325,1,15554.0
2155,3,1,2019-06-24,23:05,04:25,1,1760,2,12819.0
2156,7,1,2019-06-27,18:00,01:30,1,450,1,7198.0
2157,14,1,2019-04-03,16:00,21:00,0,300,1,5073.0
2158,1,1,2019-06-27,21:15,00:15,1,180,0,3943.0
2159,22,2,2019-03-27,07:10,08:35,0,85,0,3205.0
2160,18,3,2019-05-12,05:55,08:35,0,160,0,3257.0
2161,4,1,2019-06-03,22:15,00:50,1,155,0,4804.0
2162,1,1,2019-03-09,16:50,21:35,0,285,1,10231.0
2163,3,2,2019-05-21,20:55,04:25,1,450,1,12898.0
2164,24,1,2019-03-21,21:20,22:45,0,85,0,2227.0
2165,2,1,2019-04-01,12:00,11:10,1,1390,2,9258.0
2166,10,2,2019-05-24,16:30,09:20,1,1010,1,9663.0
2167,22,1,2019-05-21,07:05,08:30,0,85,0,8040.0
2168,23,1,2019-06-06,20:55,23:40,0,165,0,3419.0
2169,6,1,2019-06-01,07:10,10:10,0,180,0,8016.0
2170,6,1,2019-04-06,17:45,20:45,0,180,0,7229.0
2171,12,1,2019-06-06,10:35,19:35,0,540,1,4959.0
2172,2,1,2019-06-09,12:00,11:10,1,1390,2,10151.0
2173,8,1,2019-05-18,05:15,19:15,1,2280,3,10703.0
2174,10,2,2019-06-09,08:25,18:15,0,590,1,10844.0
2175,14,1,2019-03-06,16:10,22:20,0,370,1,7205.0
2176,6,1,2019-03-18,08:55,18:25,0,570,1,12284.0
2177,10,2,2019-06-09,09:35,22:05,0,750,1,13994.0
2178,14,1,2019-04-15,14:25,17:40,0,195,0,6015.0
2179,4,1,2019-04-03,06:15,10:30,0,255,1,4226.0
2180,3,1,2019-03-21,19:10,18:50,1,1420,2,9483.0
2181,6,2,2019-05-15,07:10,10:10,0,180,0,5198.0
2182,3,2,2019-06-27,05:30,19:00,0,810,2,10368.0
2183,16,1,2019-06-03,17:45,20:05,0,140,0,11982.0
2184,13,1,2019-03-15,11:50,13:00,1,1510,1,8032.0
2185,2,1,2019-05-15,14:15,16:45,0,150,0,5510.0
2186,14,1,2019-05-09,23:30,04:35,1,305,1,8177.0
2187,31,1,2019-06-01,16:45,22:25,0,340,1,11410.0
2188,12,1,2019-03-21,07:00,12:50,0,350,1,9385.0
2189,3,2,2019-06-06,10:00,19:00,0,540,1,10262.0
2190,5,1,2019-06-18,09:00,11:25,0,145,0,3873.0
2191,7,1,2019-03-21,11:40,18:50,0,430,1,11999.0
2192,3,1,2019-06-27,18:20,12:35,1,1095,2,14300.0
2193,29,3,2019-05-12,13:15,14:45,0,90,0,2175.0
2194,8,1,2019-05-09,06:50,07:40,1,1490,2,14431.0
2195,6,1,2019-05-21,06:00,08:45,0,165,0,7229.0
2196,4,1,2019-05-24,19:20,23:45,0,265,1,3809.0
2197,7,1,2019-06-24,07:30,19:15,0,705,1,7354.0
2198,7,1,2019-03-27,08:00,15:30,0,450,1,12537.0
2199,8,1,2019-05-27,13:00,19:15,0,375,1,9719.0
2200,22,1,2019-05-24,10:20,11:50,0,90,0,8040.0
2201,22,2,2019-05-24,07:05,08:30,0,85,0,4995.0
2202,1,1,2019-04-06,23:30,02:20,1,170,0,4591.0
2203,2,1,2019-06-06,16:45,21:05,1,1700,1,7662.0
2204,21,1,2019-06-24,07:55,10:15,0,140,0,3850.0
2205,14,1,2019-06-03,08:35,22:30,0,835,1,6442.0
2206,14,1,2019-06-03,23:30,04:35,1,305,1,11378.0
2207,7,1,2019-06-27,15:00,01:30,1,630,1,13377.0
2208,10,2,2019-05-21,08:25,20:45,0,740,1,10844.0
2209,22,2,2019-05-09,07:05,08:30,0,85,0,4995.0
2210,8,1,2019-03-27,17:15,09:25,1,970,2,6057.0
2211,13,1,2019-04-06,10:00,12:45,0,165,0,5176.0
2212,3,1,2019-06-09,09:40,04:25,1,1125,2,13014.0
2213,1,5,2019-03-01,16:15,20:35,0,260,1,7917.0
2214,11,1,2019-06-09,06:05,11:20,0,315,1,5583.0
2215,6,1,2019-04-09,06:00,08:45,0,165,0,7229.0
2216,14,1,2019-05-18,16:00,01:30,1,570,1,7191.0
2217,22,2,2019-06-12,19:35,21:05,0,90,0,3210.0
2218,14,1,2019-03-06,15:00,01:35,1,635,1,14871.0
2219,7,1,2019-05-15,08:30,19:15,0,645,1,8099.0
2220,2,1,2019-05-21,09:25,18:30,0,545,1,8366.0
2221,21,1,2019-03-09,22:05,00:25,1,140,0,6297.0
2222,7,1,2019-03-03,13:00,21:00,0,480,1,18286.0
2223,3,1,2019-03-06,23:05,19:45,1,1240,1,17024.0
2224,6,2,2019-04-24,07:10,10:10,0,180,0,6144.0
2225,7,1,2019-03-09,06:00,19:45,0,825,1,13941.0
2226,6,2,2019-05-09,18:55,22:00,0,185,0,3702.0
2227,11,1,2019-05-15,06:05,11:20,0,315,1,5583.0
2228,20,1,2019-03-12,19:40,09:10,1,810,1,10208.0
2229,10,2,2019-05-06,09:35,18:00,0,505,1,12384.0
2230,2,1,2019-05-06,10:00,05:25,1,1165,2,17049.0
2231,14,1,2019-05-24,07:30,21:00,0,810,1,7006.0
2232,2,1,2019-06-12,05:50,20:25,0,875,2,12723.0
2233,3,2,2019-06-12,08:00,04:25,1,1225,1,10577.0
2234,6,1,2019-03-06,07:00,19:10,0,730,1,16736.0
2235,3,2,2019-06-24,13:00,04:25,1,925,1,10262.0
2236,7,1,2019-06-24,11:25,19:15,0,470,1,7155.0
2237,7,1,2019-03-03,10:20,01:35,1,915,1,15147.0
2238,1,1,2019-06-12,07:10,10:05,0,175,0,4823.0
2239,13,1,2019-03-15,09:30,16:20,0,410,1,8714.0
2240,10,1,2019-05-06,09:35,09:45,1,1450,1,10953.0
2241,2,1,2019-06-12,20:30,20:25,1,1435,1,10203.0
2242,3,2,2019-05-18,13:00,12:35,1,1415,1,12373.0
2243,10,1,2019-05-12,09:35,23:35,0,840,1,14151.0
2244,10,1,2019-05-24,09:35,14:25,1,1730,1,12121.0
2245,27,1,2019-04-09,06:00,09:10,0,190,0,5586.0
2246,10,2,2019-05-18,08:25,12:00,1,1655,1,10844.0
2247,10,2,2019-05-21,21:10,04:40,1,450,1,8586.0
2248,11,1,2019-06-06,17:55,22:50,0,295,1,5409.0
2249,7,1,2019-03-21,09:45,21:20,0,695,2,7178.0
2250,7,2,2019-06-24,10:20,01:30,1,910,1,5797.0
2251,10,1,2019-03-24,19:45,19:40,1,1435,1,13759.0
2252,2,1,2019-05-24,07:00,01:20,1,1100,2,13873.0
2253,3,1,2019-05-21,20:55,19:00,1,1325,1,16079.0
2254,29,1,2019-06-27,13:15,14:45,0,90,0,2017.0
2255,10,2,2019-05-18,20:00,18:15,1,1335,1,10844.0
2256,18,3,2019-04-24,21:10,00:05,1,175,0,3573.0
2257,10,2,2019-05-06,09:35,09:45,1,1450,1,8066.0
2258,3,2,2019-03-09,20:50,18:50,1,1320,1,14053.0
2259,6,1,2019-03-18,08:00,15:15,0,435,1,12284.0
2260,11,1,2019-04-09,06:05,11:20,0,315,1,5351.0
2261,10,2,2019-04-01,16:30,16:20,1,1430,1,7064.0
2262,14,1,2019-03-03,02:05,07:25,0,320,1,10394.0
2263,10,2,2019-05-15,18:55,09:20,1,865,1,9663.0
2264,7,1,2019-05-18,17:30,01:30,1,480,1,13727.0
2265,3,2,2019-06-12,19:15,12:35,1,1040,1,10262.0
2266,1,1,2019-04-09,07:10,10:05,0,175,0,4823.0
2267,17,1,2019-03-03,05:50,08:40,0,170,0,7074.0
2268,7,1,2019-03-06,07:05,21:00,0,835,1,17267.0
2269,7,1,2019-05-21,15:00,01:30,1,630,1,14067.0
2270,1,1,2019-05-01,08:30,11:20,0,170,0,4823.0
2271,1,1,2019-04-27,20:00,22:50,0,170,0,4823.0
2272,17,1,2019-05-12,23:55,02:45,1,170,0,4483.0
2273,2,1,2019-06-06,09:50,23:15,0,805,2,14960.0
2274,13,1,2019-06-01,17:00,19:45,0,165,0,7171.0
2275,2,1,2019-03-24,20:30,08:55,1,745,1,12173.0
2276,13,1,2019-03-03,00:30,08:45,0,495,1,11392.0
2277,2,1,2019-05-15,10:00,13:45,1,1665,2,16057.0
2278,10,1,2019-06-09,17:00,10:55,1,1075,1,14151.0
2279,6,2,2019-05-21,11:10,14:05,0,175,0,4030.0
2280,4,1,2019-05-06,19:35,23:15,0,220,1,4226.0
2281,8,1,2019-03-09,04:00,19:15,0,915,1,11050.0
2282,13,1,2019-05-21,10:00,12:45,0,165,0,6961.0
2283,10,1,2019-03-24,21:10,09:15,1,725,1,14231.0
2284,3,2,2019-06-27,14:35,12:35,1,1320,2,10919.0
2285,8,1,2019-03-27,07:00,19:15,0,735,2,10913.0
2286,21,1,2019-06-27,22:05,00:25,1,140,0,5277.0
2287,7,1,2019-05-21,10:20,21:00,0,640,1,7485.0
2288,10,1,2019-03-24,16:55,16:20,1,1405,1,14231.0
2289,12,1,2019-04-06,07:25,13:35,0,370,1,4201.0
2290,8,1,2019-03-06,14:10,17:10,0,180,0,7931.0
2291,7,1,2019-05-15,14:55,22:30,0,455,1,6513.0
2292,3,1,2019-06-06,15:00,19:00,1,1680,1,14714.0
2293,4,1,2019-05-09,18:05,23:30,0,325,1,6218.0
2294,8,1,2019-06-27,12:00,19:15,0,435,2,8603.0
2295,14,1,2019-05-21,08:30,21:00,0,750,1,7318.0
2296,7,1,2019-06-15,10:00,19:00,0,540,1,13504.0
2297,7,1,2019-05-15,07:05,22:30,0,925,1,9646.0
2298,4,1,2019-05-27,11:30,14:05,0,155,0,5224.0
2299,10,1,2019-06-12,09:35,18:00,0,505,1,12692.0
2300,10,2,2019-06-06,10:20,17:35,0,435,1,9689.0
2301,2,1,2019-05-09,10:00,01:20,1,920,2,13033.0
2302,10,1,2019-06-12,06:30,16:20,0,590,1,13626.0
2303,24,1,2019-05-18,19:05,20:35,0,90,0,2754.0
2304,10,1,2019-05-09,17:00,09:45,1,1005,1,12121.0
2305,1,1,2019-04-24,01:30,04:15,0,165,0,3419.0
2306,2,1,2019-05-21,10:00,01:20,1,920,2,13033.0
2307,4,1,2019-04-06,04:40,07:15,0,155,0,4174.0
2308,31,1,2019-06-27,07:55,22:25,0,870,1,6152.0
2309,8,1,2019-06-27,05:10,08:00,0,170,0,5201.0
2310,6,2,2019-03-15,07:00,16:10,0,550,1,9134.0
2311,2,1,2019-05-18,07:00,01:20,1,1100,2,13243.0
2312,3,1,2019-05-27,05:30,04:25,1,1375,2,15129.0
2313,22,2,2019-05-09,19:35,21:05,0,90,0,2759.0
2314,1,1,2019-05-15,06:05,08:50,0,165,0,4423.0
2315,26,1,2019-05-18,07:10,22:40,0,930,1,9187.0
2316,7,1,2019-05-18,07:10,22:30,0,920,1,7740.0
2317,6,2,2019-05-24,19:50,22:50,0,180,0,6144.0
2318,7,1,2019-06-09,04:55,12:35,0,460,1,10877.0
2319,14,1,2019-06-15,11:55,22:30,0,635,1,6442.0
2320,14,1,2019-03-27,04:45,15:30,0,645,1,7048.0
2321,7,2,2019-06-27,15:15,01:30,1,615,1,5797.0
2322,13,1,2019-03-03,06:45,23:55,0,1030,2,10573.0
2323,14,1,2019-05-15,08:30,21:00,0,750,1,7503.0
2324,14,1,2019-06-12,17:30,01:30,1,480,1,6104.0
2325,10,2,2019-05-09,21:10,08:15,1,665,1,9663.0
2326,6,2,2019-06-03,11:10,14:05,0,175,0,5769.0
2327,20,1,2019-06-15,13:55,15:25,0,90,0,3100.0
2328,3,2,2019-05-18,17:30,04:25,1,655,1,12373.0
2329,5,3,2019-03-15,09:00,11:30,0,150,0,3815.0
2330,3,1,2019-06-15,12:15,12:35,1,1460,2,14300.0
2331,1,1,2019-06-01,07:10,10:05,0,175,0,4823.0
2332,24,1,2019-06-18,19:05,20:35,0,90,0,2754.0
2333,7,1,2019-06-03,06:00,19:15,0,795,1,9736.0
2334,6,2,2019-03-21,09:45,14:25,0,280,1,7280.0
2335,7,1,2019-06-09,08:00,21:00,0,780,1,7408.0
2336,10,1,2019-06-12,20:00,12:00,1,960,1,13044.0
2337,2,1,2019-05-24,05:50,23:15,0,1045,2,12723.0
2338,10,2,2019-05-06,16:30,04:40,1,730,1,8586.0
2339,14,1,2019-06-12,16:00,01:30,1,570,1,6316.0
2340,3,1,2019-05-09,09:00,19:00,0,600,1,15554.0
2341,29,3,2019-03-15,13:10,14:30,0,80,0,2385.0
2342,7,1,2019-06-09,13:00,21:00,0,480,1,13587.0
2343,14,1,2019-03-03,02:35,08:30,0,355,1,13790.0
2344,8,1,2019-05-15,09:45,09:25,1,1420,2,10975.0
2345,10,1,2019-05-21,08:25,09:20,1,1495,1,14388.0
2346,7,1,2019-06-06,18:00,01:30,1,450,1,7198.0
2347,3,2,2019-05-09,09:40,12:35,1,1615,2,13029.0
2348,7,2,2019-05-27,07:05,19:15,0,730,1,12717.0
2349,14,1,2019-03-03,06:40,13:20,0,400,1,14871.0
2350,10,2,2019-06-06,06:30,20:50,0,860,2,10118.0
2351,3,2,2019-06-06,22:50,04:25,1,335,1,10262.0
2352,22,2,2019-03-24,02:55,04:25,0,90,0,2071.0
2353,13,1,2019-04-27,21:05,23:55,0,170,0,5228.0
2354,6,2,2019-03-21,16:55,11:25,1,1110,1,7832.0
2355,7,1,2019-06-06,11:40,21:00,0,560,1,7005.0
2356,3,1,2019-06-09,18:25,12:35,1,1090,2,14237.0
2357,18,1,2019-04-06,21:10,00:05,1,175,0,3971.0
2358,1,1,2019-06-21,22:10,01:00,1,170,0,3943.0
2359,14,1,2019-03-27,06:40,15:30,0,530,1,8574.0
2360,8,1,2019-06-15,05:55,19:15,0,800,2,12646.0
2361,3,1,2019-03-21,13:00,18:50,1,1790,2,13082.0
2362,10,1,2019-05-21,08:25,08:15,1,1430,1,13941.0
2363,12,1,2019-04-06,07:00,12:55,0,355,1,5135.0
2364,2,1,2019-05-21,10:00,20:25,0,625,1,11096.0
2365,6,1,2019-03-18,22:50,09:30,1,640,1,13555.0
2366,15,1,2019-04-12,09:45,12:35,0,170,0,5403.0
2367,3,2,2019-06-24,11:40,19:00,0,440,2,15812.0
2368,10,1,2019-05-21,20:00,08:15,1,735,1,14781.0
2369,8,1,2019-06-06,13:30,23:00,0,570,1,8907.0
2370,2,1,2019-05-03,20:45,23:20,0,155,0,4145.0
2371,10,1,2019-06-09,20:25,09:45,1,800,1,14151.0
2372,7,1,2019-03-27,06:00,15:30,0,570,1,7845.0
2373,7,1,2019-05-15,09:15,19:15,0,600,1,8099.0
2374,7,1,2019-05-27,15:00,01:30,1,630,1,13377.0
2375,13,1,2019-03-12,06:50,11:20,1,1710,2,12734.0
2376,3,2,2019-06-03,22:50,04:25,1,335,1,10262.0
2377,6,1,2019-05-15,18:55,22:00,0,185,0,7229.0
2378,19,1,2019-03-06,08:45,09:25,1,1480,1,12395.0
2379,10,2,2019-03-24,19:45,09:15,1,810,1,11134.0
2380,3,2,2019-03-21,13:00,18:50,0,350,1,6540.0
2381,7,1,2019-06-06,06:40,19:15,0,755,1,7354.0
2382,8,1,2019-06-24,12:00,07:40,1,1180,2,9548.0
2383,26,1,2019-05-01,07:10,10:45,1,1655,1,9187.0
2384,14,1,2019-05-09,07:35,12:10,0,275,1,5054.0
2385,2,1,2019-06-09,10:00,20:25,0,625,1,10413.0
2386,4,1,2019-05-27,21:25,00:05,1,160,0,4804.0
2387,24,1,2019-06-15,06:25,07:55,0,90,0,4049.0
2388,7,1,2019-06-27,19:00,01:30,1,390,1,6795.0
2389,2,1,2019-03-21,20:45,23:20,0,155,0,4435.0
2390,10,2,2019-06-12,16:30,04:40,1,730,1,6224.0
2391,4,1,2019-06-12,20:20,22:55,0,155,0,4804.0
2392,14,1,2019-04-15,05:05,16:10,0,665,1,6171.0
2393,14,1,2019-06-03,11:25,21:00,0,575,1,6093.0
2394,4,1,2019-04-12,17:15,19:50,0,155,0,4174.0
2395,24,1,2019-05-06,02:35,04:05,0,90,0,3342.0
2396,7,1,2019-06-03,10:00,21:00,0,660,1,13587.0
2397,3,1,2019-05-21,21:50,04:25,1,395,1,16079.0
2398,14,1,2019-04-18,05:35,08:50,0,195,0,6015.0
2399,10,1,2019-05-24,17:00,19:10,1,1570,1,13067.0
2400,7,1,2019-05-15,04:55,12:35,0,460,1,9103.0
2401,10,1,2019-05-24,20:25,23:35,1,1630,1,14151.0
2402,3,1,2019-03-27,06:20,18:50,0,750,2,11538.0
2403,14,1,2019-03-09,08:35,21:20,0,765,2,8146.0
2404,2,1,2019-05-06,19:00,04:40,1,580,1,6117.0
2405,3,1,2019-03-03,02:15,04:25,1,1570,1,17024.0
2406,6,6,2019-03-01,14:05,07:40,1,1055,1,22270.0
2407,10,1,2019-06-09,20:25,21:05,1,1480,1,12692.0
2408,26,1,2019-06-12,07:10,20:20,0,790,1,8610.0
2409,7,1,2019-06-24,07:10,22:30,0,920,1,6723.0
2410,15,1,2019-05-12,17:00,19:35,0,155,0,4878.0
2411,6,1,2019-03-06,20:35,07:40,1,665,1,16736.0
2412,10,2,2019-03-24,13:55,09:15,1,1160,1,11134.0
2413,1,1,2019-05-03,04:00,06:50,0,170,0,3943.0
2414,7,1,2019-06-12,09:00,21:00,0,720,1,13587.0
2415,3,1,2019-03-06,05:25,04:25,1,1380,2,16914.0
2416,29,3,2019-05-18,22:45,00:15,1,90,0,1965.0
2417,7,1,2019-05-09,13:00,21:00,0,480,1,8073.0
2418,1,1,2019-06-03,13:00,15:50,0,170,0,3943.0
2419,4,1,2019-05-12,15:15,20:05,0,290,1,5170.0
2420,23,1,2019-05-15,11:40,14:30,0,170,0,3398.0
2421,30,1,2019-04-18,10:20,12:55,0,155,0,4409.0
2422,6,1,2019-06-21,17:45,20:45,0,180,0,8541.0
2423,1,1,2019-03-21,04:00,06:50,0,170,0,4777.0
2424,5,1,2019-03-18,22:20,00:40,1,140,0,3847.0
2425,10,2,2019-04-01,18:55,12:00,1,1025,1,7064.0
2426,15,1,2019-05-27,21:00,23:50,0,170,0,4668.0
2427,29,3,2019-03-18,22:45,00:10,1,85,0,1965.0
2428,10,1,2019-05-21,06:30,16:20,0,590,1,14781.0
2429,24,1,2019-06-15,09:10,10:40,0,90,0,4049.0
2430,10,1,2019-05-18,18:55,08:15,1,800,1,13584.0
2431,3,2,2019-05-18,20:55,12:35,1,940,1,12373.0
2432,3,1,2019-05-27,16:00,19:00,1,1620,1,16079.0
2433,6,1,2019-05-24,08:20,11:20,0,180,0,7229.0
2434,6,1,2019-03-06,21:25,21:20,1,1435,1,17471.0
2435,10,1,2019-05-12,06:30,16:20,0,590,1,14781.0
2436,10,1,2019-06-09,06:30,19:50,0,800,1,14571.0
2437,7,1,2019-05-18,03:50,12:35,0,525,1,10197.0
2438,11,1,2019-06-01,17:55,22:50,0,295,1,5975.0
2439,7,1,2019-04-09,17:45,01:30,1,465,1,8535.0
2440,7,1,2019-03-27,09:55,21:00,0,665,1,12537.0
2441,2,1,2019-05-24,20:45,23:20,0,155,0,4145.0
2442,24,1,2019-03-15,09:10,10:40,0,90,0,4049.0
2443,30,1,2019-05-09,22:40,10:40,1,720,1,5192.0
2444,13,1,2019-05-09,21:05,23:55,0,170,0,6121.0
2445,8,1,2019-06-24,03:50,19:15,0,925,1,8669.0
2446,7,1,2019-05-18,06:00,19:15,0,795,1,8476.0
2447,29,3,2019-06-21,05:45,07:15,0,90,0,2647.0
2448,3,1,2019-06-06,20:55,19:00,1,1325,1,14714.0
2449,8,1,2019-03-06,20:30,08:15,1,705,1,10566.0
2450,3,2,2019-06-15,11:30,19:00,0,450,1,10262.0
2451,7,1,2019-03-21,10:00,01:35,1,935,1,8098.0
2452,7,1,2019-03-27,10:00,21:00,0,660,1,6883.0
2453,7,1,2019-06-15,10:00,19:15,0,555,1,16108.0
2454,5,3,2019-03-18,17:15,19:45,0,150,0,4413.0
2455,3,2,2019-06-01,14:35,12:35,1,1320,2,10919.0
2456,4,1,2019-05-09,21:25,00:05,1,160,0,4804.0
2457,10,2,2019-06-06,20:25,10:55,1,870,1,10539.0
2458,1,1,2019-03-09,22:20,01:10,1,170,0,4377.0
2459,13,1,2019-06-06,06:10,08:55,0,165,0,6961.0
2460,7,1,2019-05-27,13:00,21:00,0,480,1,7408.0
2461,1,1,2019-05-09,18:55,21:50,0,175,0,4823.0
2462,4,1,2019-03-21,14:20,16:55,0,155,0,5198.0
2463,3,2,2019-06-01,17:30,19:00,1,1530,1,10262.0
2464,15,1,2019-04-27,17:00,19:35,0,155,0,5613.0
2465,3,2,2019-06-12,20:55,04:25,1,450,1,10262.0
2466,24,1,2019-05-03,09:10,10:40,0,90,0,5755.0
2467,16,1,2019-05-21,07:05,09:20,0,135,0,3687.0
2468,22,1,2019-06-03,19:35,21:05,0,90,0,5678.0
2469,7,1,2019-03-21,18:15,01:35,1,440,1,13542.0
2470,3,1,2019-03-21,19:15,18:50,1,1415,1,12347.0
2471,10,2,2019-05-21,09:35,19:10,0,575,1,12384.0
2472,3,1,2019-04-09,05:30,04:25,1,1375,2,10909.0
2473,1,1,2019-06-03,16:55,19:55,0,180,0,4823.0
2474,14,1,2019-06-12,16:00,21:00,0,300,1,6069.0
2475,3,2,2019-05-21,16:00,19:00,1,1620,1,12898.0
2476,4,1,2019-06-15,04:40,07:15,0,155,0,4804.0
2477,10,2,2019-03-24,08:25,04:45,1,1220,1,10031.0
2478,14,1,2019-06-09,07:35,22:30,0,895,1,6442.0
2479,8,1,2019-05-21,12:00,07:40,1,1180,2,9653.0
2480,26,1,2019-06-09,17:00,20:20,1,1640,1,8610.0
2481,3,1,2019-06-12,14:00,19:00,0,300,1,14714.0
2482,13,6,2019-03-01,00:30,23:55,0,1405,1,12599.0
2483,7,1,2019-05-09,04:55,19:00,0,845,1,9103.0
2484,3,2,2019-05-21,22:50,04:25,1,335,1,12898.0
2485,29,3,2019-06-06,05:45,07:15,0,90,0,2647.0
2486,22,1,2019-03-03,07:10,08:35,0,85,0,5678.0
2487,3,2,2019-05-18,19:15,12:35,1,1040,1,12373.0
2488,5,1,2019-03-27,17:15,19:45,0,150,0,3847.0
2489,10,1,2019-05-21,17:00,18:00,1,1500,1,14151.0
2490,3,2,2019-03-06,08:00,04:25,1,1225,1,13843.0
2491,6,1,2019-05-18,15:15,18:10,0,175,0,7229.0
2492,22,2,2019-06-18,02:55,04:20,0,85,0,4995.0
2493,3,2,2019-06-06,20:55,04:25,1,450,1,10262.0
2494,3,2,2019-05-09,05:30,04:25,1,1375,2,13029.0
2495,3,2,2019-03-09,19:15,04:25,1,550,1,14053.0
2496,6,6,2019-03-01,16:55,07:40,1,885,1,26890.0
2497,5,3,2019-04-01,17:10,19:40,0,150,0,3841.0
2498,13,1,2019-03-01,10:30,22:55,0,745,1,11003.0
2499,15,1,2019-04-09,11:30,14:20,0,170,0,5403.0
2500,7,1,2019-03-03,08:00,18:50,0,650,1,15342.0
2501,2,1,2019-06-12,20:30,13:45,1,1035,2,12224.0
